100,Gabriel,Ferguson,93092329456,6
101,Bartosz,Michalak,81111756350,6
102,Łukasz,Miodulski,89051879458,6
103,Ignacy,Krawczyk,96022271259,6
104,Piotr,Sadaj,89041567154,6
105,Robert,Piotrowski,97110621053,6
106,Franciszek,Nowicki,96110269457,6
107,Borys,Piotrowski,82082369656,6
108,Arkadiusz,Smith,82092183357,6
109,Krzysztof,Kaczmarek,87031161551,7
110,Robert,Baran,90080393053,7
111,Adam,Krawczyk,86062430354,7
112,Henryk,Michalak,90090256057,7
113,Igor,Kucharczyk,86011101557,7
114,Ignacy,Krychowiak,92022096655,7
115,Marian,Smith,95041906659,7
116,Karol,Fabiański,93042822050,7
117,Olaf,Pietrzak,85042106256,7
118,Stefan,Adamczyk,96112387854,7
119,Adam,Peszko,80110814952,7
120,Ignacy,Lewandowski,95032664956,7
121,Szymon,Kucharczyk,82012545950,7
122,Karol,Cionek,97022307850,7
123,Robert,Lewandowski,87101627451,7
124,Łukasz,Ronaldo,91072250551,7
125,Piotr,Smith,97072169358,7
126,Fabian,Kwiatkowski,94092683851,7
127,Daniel,Nowak,85101212254,8
128,Cezary,Kosecki,87030790759,8
129,Patryk,Lewandowski,92011808357,8
130,Franciszek,Michalski,85042528352,8
131,Damian,Kaczmarek,80030631258,8
132,Roman,Szczęsny,93122322957,8
133,Cezary,Kosecki,84011875657,8
134,Ludwik,Sikora,97052611452,8
135,Mariusz,Walczak,97021464359,8
136,Zbigniew,Jaworski,83122039553,8
137,Alek,Pawlak,89052824851,8
138,Franciszek,Szczęsny,96062564054,8
139,Mariusz,Michalak,91021728358,8
140,Dariusz,Lewandowski,83032057858,8
141,Henryk,Zbrożyna,87122711457,8
142,Arkadiusz,Baran,95090747651,8
143,Hubert,Piast,96082281858,8
144,Piotr,Nowakowski,94030946254,8
145,Eryk,Sandomierski,89102565758,9
146,Cyprian,Krywko,86112808656,9
147,Dariusz,Kowalczyk,87080710855,9
148,Patryk,Tomaszewski,82111139454,9
149,Tadeusz,Zbrożyna,80102495153,9
150,Eryk,Walczak,80071833753,9
151,Łukasz,Witkowski,97030338756,9
152,Maciej,Cionek,80092106359,9
153,Łukasz,Szewczyk,85030121059,9
154,Łukasz,Kaczmarek,84031073751,9
155,Adam,Berg,80082205554,9
156,Stefan,Varnsdorf,95010175753,9
157,Alek,Piotrowski,87022652859,9
158,Patryk,Nowakowski,88020890655,9
159,Fabian,Marciniak,91112853052,9
160,Patryk,Boruc,96050233957,9
161,Kacper,Zieliński,85082625859,9
162,Fabian,Boruc,95122392750,9
163,Damian,Szczęsny,92102684059,10
164,Tadeusz,Malinowski,97091457050,10
165,Patryk,Majewski,96100149655,10
166,Franciszek,Walczak,95092659458,10
167,Bartosz,Wrona,87051779159,10
168,Adrian,Tomaszewski,90091889852,10
169,Dariusz,Kowalczyk,91021081357,10
170,Ludwik,Malinowski,89041584159,10
171,Marian,Varnsdorf,91050358151,10
172,Cyprian,Sabat,97090526456,10
173,Tadeusz,Ronaldo,86061392050,10
174,Hubert,Krychowiak,87112089450,10
175,Henryk,Berg,97082184954,10
176,Dominik,Marciniak,87121140356,10
177,Daniel,Sandomierski,97071196359,10
178,Krystian,Sikora,89121833753,10
179,Cezary,Michniewicz,95012268954,10
180,Ryszard,Lewandowski,80121917250,10
181,Gabriel,Salomon,95070709952,11
182,Gabriel,Sandomierski,96042281251,11
183,Adrian,Adamczyk,87072590150,11
184,Krystian,Sandomierski,85031403256,11
185,Jan,Krychowiak,89100228850,11
186,Igor,Miodulski,88021635350,11
187,Robert,Wrona,96092897557,11
188,Daniel,Zbrożyna,84042142750,11
189,Krystian,Baran,89110356051,11
190,Marian,Krywko,86121916454,11
191,Damian,Gikiewicz,93111060855,11
192,Dominik,Szczęsny,91092471959,11
193,Radosław,Sikora,97120872352,11
194,Arkadiusz,Wrona,82061685251,11
195,Ludwik,Jankowski,95080890455,11
196,Adam,Ronaldo,88121195356,11
197,Krzysztof,Kowalski,84052857757,11
198,Henryk,Wieczorek,87030232754,11
199,Gabriel,Kaczmarek,85120256153,12
200,Mariusz,Kowalski,84091161054,12
201,Jacek,Coman,80040544558,12
202,Daniel,Pawlak,81111373953,12
203,Daniel,Malinowski,85031088358,12
204,Ignacy,Piast,94090991559,12
205,Roman,Sandomierski,93080317257,12
206,Bartosz,Nowicki,89121225451,12
207,Krystian,Piotrowski,84081783759,12
208,Patryk,Ferguson,87030174259,12
209,Tadeusz,Krychowiak,91082842855,12
210,Arkadiusz,Nowicki,92070841154,12
211,Franciszek,Piast,82062749957,12
212,Radosław,Berg,97040478354,12
213,Ryszard,Sikora,85061661052,12
214,Igor,Rutkowski,89031826457,12
215,Arkadiusz,Kosecki,86110905254,12
216,Krystian,Majewski,83010469256,12
217,Ryszard,Krychowiak,81062263058,13
218,Krystian,Gikiewicz,89032297256,13
219,Patryk,Miodulski,97101784259,13
220,Zbigniew,Jaworski,89120108758,13
221,Krystian,Nowakowski,84120805056,13
222,Adam,Ferguson,93070749756,13
223,Radosław,Lewandowski,88080411257,13
224,Daniel,Berg,94080546557,13
225,Kacper,Berg,84091746451,13
226,Marian,Gikiewicz,93111080759,13
227,Damian,Wieczorek,94061323756,13
228,Krzysztof,Coman,88012292756,13
229,Tadeusz,Majewski,84092299751,13
230,Dariusz,Adamczyk,85051939156,13
231,Jacek,Malinowski,95121060057,13
232,Damian,Iwan,90121245155,13
233,Marian,Tomaszewski,92102818056,13
234,Dariusz,Jankowski,90031335350,13
235,Ryszard,Ronaldo,82080881155,14
236,Franciszek,Majewski,92120525659,14
237,Cyprian,Sandomierski,81091991951,14
238,Kacper,Szewczyk,83111210051,14
239,Cyprian,Kowalczyk,83020662852,14
240,Fabian,Majewski,81010325554,14
241,Cyprian,Kowalczyk,96102487754,14
242,Zbigniew,Kaczmarek,94101041756,14
243,Henryk,Wojciechowski,87011112054,14
244,Marian,Majewski,85042638653,14
245,Olaf,Kowalczyk,82070794354,14
246,Bartosz,Kosecki,85120419450,14
247,Hubert,Krywko,93012041053,14
248,Łukasz,Sadaj,97032235951,14
249,Adrian,Olszewski,96121479253,14
250,Ludwik,Ferguson,91032475454,14
251,Dariusz,Krychowiak,88012886751,14
252,Szymon,Varnsdorf,88090958556,14
253,Ryszard,Zbrożyna,91102220253,15
254,Adam,Fabiański,80112240157,15
255,Adrian,Baran,87051053856,15
256,Zbigniew,Jaworski,90010824154,15
257,Hubert,Cionek,92122445758,15
258,Tadeusz,Zbrożyna,89062790556,15
259,Mariusz,Ronaldo,88100525254,15
260,Karol,Berg,80092861957,15
261,Roman,Gikiewicz,85011408359,15
262,Alek,Salomon,92102135554,15
263,Stefan,Guardiola,89022223155,15
264,Adam,Kosecki,85091532358,15
265,Kamil,Guardiola,83092406358,15
266,Jacek,Jaworski,87061809558,15
267,Marian,Kowalski,80030321255,15
268,Maciej,Pawlak,97080482959,15
269,Ryszard,Fabiański,85122373256,15
270,Radosław,Guardiola,91061822858,15
271,Bartosz,Boruc,86062297951,16
272,Hubert,Kwiatkowski,97080462557,16
273,Jan,Krawczyk,88021777557,16
274,Fabian,Guardiola,80032400358,16
275,Cezary,Krywko,80010988757,16
276,Krystian,Sandomierski,96051240655,16
277,Patryk,Miodulski,96052072159,16
278,Gabriel,Guardiola,92051564157,16
279,Damian,Iwan,93032359151,16
280,Stefan,Sadaj,88020720453,16
281,Alek,Piotrowski,96062480658,16
282,Tadeusz,Michalski,97070169358,16
283,Adrian,Szczęsny,85121402658,16
284,Roman,Boruc,87050450053,16
285,Jacek,Sabat,88052418553,16
286,Eryk,Nowicki,94091651356,16
287,Henryk,Grosicki,83100914151,16
288,John,Miodulski,96010885252,16
289,Ignacy,Sandomierski,84112113455,17
290,Daniel,Krawczyk,86051669551,17
291,Alek,Walczak,87092592152,17
292,Ignacy,Nowakowski,91012319651,17
293,Piotr,Gikiewicz,84082458758,17
294,Radosław,Salomon,94062179458,17
295,Zbigniew,Witkowski,81051968659,17
296,Tadeusz,Gikiewicz,96101135453,17
297,John,Kowalski,85110449759,17
298,Arkadiusz,Sandomierski,89060147455,17
299,Maciej,Kosecki,89121353250,17
300,Łukasz,Nowakowski,91071034156,17
301,Karol,Berg,81030352853,17
302,Fabian,Kowalski,95050329251,17
303,Karol,Michalski,96121020657,17
304,Henryk,Jaworski,96062263256,17
305,Adam,Kosecki,81080477258,17
306,Ignacy,Lewandowski,92071512456,17
307,John,Coman,92070128354,18
308,Olaf,Kaczmarek,91062098150,18
309,Cyprian,Fabiański,97050138259,18
310,Ryszard,Rutkowski,89031019059,18
311,Kamil,Krychowiak,90081408856,18
312,Borys,Sandomierski,94081208358,18
313,Adrian,Sabat,84012868559,18
314,Borys,Ronaldo,95112467351,18
315,Krzysztof,Kowalczyk,92042285850,18
316,Dariusz,Baran,82040102054,18
317,Franciszek,Adamczyk,80100946654,18
318,Szymon,Witkowski,82121690155,18
319,Maciej,Boruc,83082012956,18
320,Franciszek,Iwan,95122092254,18
321,Stefan,Jaworski,92121796252,18
322,Zbigniew,Szczęsny,80021619253,18
323,Roman,Marciniak,89021115752,18
324,Karol,Kowalski,84082153752,18
325,Kacper,Szewczyk,90102794059,19
326,Bartosz,Kowalski,96041607251,19
327,Szymon,Lewandowski,93092628658,19
328,Ignacy,Pietrzak,81091408251,19
329,Karol,Nowakowski,83032118659,19
330,Maciej,Nowakowski,97051157757,19
331,Borys,Iwan,91112740550,19
332,Hubert,Coman,86112632350,19
333,Adrian,Sabat,82031666351,19
334,Gabriel,Michalak,97112086256,19
335,Krystian,Krawczyk,91051174850,19
336,Igor,Kowalczyk,97102181156,19
337,Dominik,Marciniak,95101195254,19
338,Tadeusz,Peszko,80040528159,19
339,Eryk,Kwiatkowski,86122846151,19
340,Dominik,Sikora,85031940653,19
341,Alek,Salomon,89040243257,19
342,Henryk,Piotrowski,86100203156,19
343,Alek,Krychowiak,89052771550,20
344,Bartosz,Zbrożyna,82112040351,20
345,Dominik,Sabat,90011659857,20
346,Cyprian,Kucharczyk,90022586554,20
347,Ignacy,Sabat,81032761456,20
348,Arkadiusz,Piast,94021372459,20
349,Radosław,Kucharczyk,82060956055,20
350,Marian,Nowak,90020300154,20
351,Łukasz,Michniewicz,80012288452,20
352,Zbigniew,Coman,97011285054,20
353,Hubert,Kaczmarek,82032514752,20
354,Borys,Krywko,87042879051,20
355,Kamil,Varnsdorf,97080338752,20
356,Patryk,Pietrzak,94061184553,20
357,Radosław,Michalak,97100283857,20
358,Fabian,Sandomierski,87080611554,20
359,Bartosz,Walczak,83111251754,20
360,Franciszek,Boruc,89041829155,20
361,Kamil,Witkowski,83101459850,21
362,Zbigniew,Peszko,94012884557,21
363,Ludwik,Nowak,88122003356,21
364,Szymon,Wrona,97090336653,21
365,Franciszek,Berg,95062555056,21
366,Tadeusz,Sadaj,83091500050,21
367,Łukasz,Lewandowski,91080175152,21
368,Igor,Iwan,97092008658,21
369,Łukasz,Kowalczyk,80051521651,21
370,Kamil,Szewczyk,81070859955,21
371,Henryk,Wrona,89110999554,21
372,Łukasz,Guardiola,86100440656,21
373,Arkadiusz,Krawczyk,92091242655,21
374,Marian,Zbrożyna,97061074757,21
375,Adam,Wieczorek,84041804857,21
376,Jan,Lewandowski,90021204855,21
377,Łukasz,Varnsdorf,90012011151,21
378,Bartosz,Cionek,83061430456,21
379,Cyprian,Sikora,97122504054,22
380,Arkadiusz,Piast,92060391057,22
381,Marian,Mazur,96082558750,22
382,Radosław,Miodulski,93071312754,22
383,Patryk,Krawczyk,81051028755,22
384,John,Ferguson,94040685153,22
385,Maciej,Kosecki,92062752451,22
386,John,Sabat,83110127158,22
387,Alek,Jaworski,91121387250,22
388,John,Jankowski,90100364557,22
389,Zbigniew,Varnsdorf,89101327554,22
390,Igor,Zieliński,89102815552,22
391,Damian,Michalski,97092253252,22
392,Tadeusz,Zieliński,87012874157,22
393,Patryk,Guardiola,95010305452,22
394,Mariusz,Fabiański,97032310755,22
395,Dominik,Sabat,80120859351,22
396,Patryk,Mazur,96121963756,22
397,Adam,Kosecki,84020149052,23
398,Ryszard,Szczęsny,97042626958,23
399,Piotr,Kosecki,84121804158,23
400,Arkadiusz,Michalak,96122235754,23
401,Dariusz,Michniewicz,85022032553,23
402,Henryk,Malinowski,83071027852,23
403,Damian,Piast,82012870158,23
404,Maciej,Kwiatkowski,90032553459,23
405,Dominik,Nowicki,92080557550,23
406,Alek,Iwan,96061227356,23
407,Robert,Wrona,93020291659,23
408,Patryk,Michniewicz,83090978555,23
409,Dariusz,Kaczmarek,96041253256,23
410,Igor,Baran,87040321954,23
411,Eryk,Baran,89012214851,23
412,Henryk,Wrona,80050193454,23
413,Mariusz,Kowalczyk,90062030050,23
414,Jan,Smith,82012069550,23
415,Cyprian,Olszewski,97050323756,24
416,Jan,Sadaj,95121686057,24
417,Kamil,Wieczorek,86060204959,24
418,Fabian,Boruc,81091280655,24
419,Alek,Wojciechowski,94080912357,24
420,Olaf,Zieliński,97010147053,24
421,Arkadiusz,Malinowski,90111254959,24
422,Igor,Kosecki,81071326956,24
423,Gabriel,Lewandowski,80112468558,24
424,Ludwik,Olszewski,82110701854,24
425,Piotr,Marciniak,84112116255,24
426,Patryk,Baran,86101429255,24
427,Zbigniew,Ferguson,86062785854,24
428,Marian,Baran,86071514253,24
429,Radosław,Szczęsny,91022745752,24
430,Fabian,Sabat,90050254958,24
431,Ignacy,Lewandowski,83052598357,24
432,Łukasz,Mazur,88011511550,24
433,Kacper,Varnsdorf,95061914052,25
434,Adam,Lewandowski,83030509759,25
435,Stefan,Kosecki,85102446159,25
436,Adam,Wieczorek,95040299352,25
437,Bartosz,Nowicki,81071924553,25
438,Jacek,Ostrowski,82020530557,25
439,Krystian,Gikiewicz,93081643456,25
440,Mariusz,Kosecki,87021231456,25
441,Szymon,Marciniak,92072463351,25
442,Igor,Fabiański,91082061454,25
443,Damian,Iwan,88091145550,25
444,Dariusz,Varnsdorf,85121226851,25
445,Roman,Nowakowski,95061112250,25
446,Eryk,Zieliński,97072359855,25
447,Adam,Kwiatkowski,95021788256,25
448,Adam,Salomon,85052371458,25
449,Hubert,Piotrowski,97032329952,25
450,Patryk,Ronaldo,91061572350,25
451,Adrian,Walczak,95072569858,26
452,Adrian,Adamczyk,97032229653,26
453,Stefan,Mazur,81040670858,26
454,Hubert,Ostrowski,81041437053,26
455,Tadeusz,Michalak,88042460259,26
456,Adrian,Pietrzak,95011639754,26
457,Radosław,Iwan,85082338656,26
458,Hubert,Fabiański,90042113153,26
459,Adrian,Jaworski,90111252655,26
460,Radosław,Ronaldo,89031122851,26
461,Gabriel,Sadaj,89061394955,26
462,Eryk,Olszewski,80110169355,26
463,Cyprian,Olszewski,81041767254,26
464,Ryszard,Jaworski,87072889950,26
465,Adam,Kwiatkowski,97081884557,26
466,Arkadiusz,Krychowiak,82060804053,26
467,Robert,Lewandowski,97072168154,26
468,Cezary,Ferguson,87101464751,26
469,Borys,Michniewicz,96021821456,27
470,Damian,Mazur,86082611652,27
471,Karol,Wrona,91051880553,27
472,Krzysztof,Kucharczyk,95021215754,27
473,Tadeusz,Ferguson,80071011050,27
474,Daniel,Ostrowski,95091734558,27
475,Tadeusz,Nowak,92081729455,27
476,Cyprian,Guardiola,87012841252,27
477,Łukasz,Grosicki,94051817359,27
478,Zbigniew,Kowalski,93092206357,27
479,Marian,Mazur,85012338459,27
480,Stefan,Tomaszewski,93102039957,27
481,Jan,Piast,96121525158,27
482,Franciszek,Kosecki,89081372959,27
483,Krystian,Zbrożyna,80011964159,27
484,John,Kowalczyk,82121550556,27
485,Gabriel,Miodulski,86012488256,27
486,Ryszard,Olszewski,92041153556,27
487,Damian,Peszko,84041652758,28
488,Gabriel,Coman,90010749854,28
489,Kacper,Wrona,87091016156,28
490,Kamil,Nowicki,86042837853,28
491,Olaf,Baran,84010788457,28
492,Radosław,Sandomierski,89042190459,28
493,Damian,Piast,84041152857,28
494,Jacek,Piast,94041697954,28
495,Igor,Zieliński,88072026255,28
496,John,Majewski,87091484754,28
497,Fabian,Michalak,87090884953,28
498,Zbigniew,Malinowski,92032882250,28
499,Ignacy,Sadaj,94092398057,28
500,Bartosz,Salomon,85050629950,28
501,Dominik,Boruc,85122779358,28
502,Karol,Pawlak,94040644954,28
503,Kamil,Salomon,81012211550,28
504,Damian,Fabiański,91040275354,28
505,Krystian,Kaczmarek,89071662950,29
506,Stefan,Salomon,90041609458,29
507,Jan,Nowicki,83122412457,29
508,Cyprian,Ronaldo,92012131750,29
509,Roman,Zbrożyna,88030301550,29
510,Szymon,Marciniak,96091505559,29
511,Ignacy,Zbrożyna,91100300853,29
512,Gabriel,Malinowski,83012834253,29
513,Damian,Smith,88060776659,29
514,Cyprian,Rutkowski,80031323554,29
515,Arkadiusz,Sadaj,93111081357,29
516,Krzysztof,Zbrożyna,94121478250,29
517,Henryk,Ronaldo,89022508554,29
518,Krystian,Piast,97041136559,29
519,Zbigniew,Witkowski,91091603355,29
520,Dominik,Ostrowski,81122054754,29
521,Fabian,Fabiański,95081652450,29
522,Adam,Sandomierski,89051586158,29
523,Arkadiusz,Tomaszewski,89051046251,30
524,Jan,Krawczyk,94091270355,30
525,Stefan,Berg,84052073051,30
526,Franciszek,Peszko,90020636358,30
527,Kacper,Zieliński,93010316656,30
528,Zbigniew,Berg,90121726750,30
529,Franciszek,Ronaldo,91022538751,30
530,Piotr,Jaworski,90071062957,30
531,Szymon,Sadaj,83030717354,30
532,Olaf,Lewandowski,95090545557,30
533,Robert,Sadaj,83101961454,30
534,Jan,Wrona,86020963858,30
535,Daniel,Krawczyk,97050826158,30
536,Karol,Malinowski,90071745651,30
537,Franciszek,Jankowski,95022077159,30
538,Igor,Zieliński,92020294854,30
539,Szymon,Michalski,96120882955,30
540,Arkadiusz,Majewski,89092476859,30
541,Alek,Rutkowski,95041924756,31
542,Dominik,Iwan,96090833256,31
543,Mariusz,Smith,89051829152,31
544,Dominik,Szczęsny,96052202456,31
545,Kamil,Szczęsny,84022078959,31
546,Jan,Wieczorek,96081104658,31
547,Jacek,Lewandowski,86112679357,31
548,Adam,Coman,92091997150,31
549,Zbigniew,Piotrowski,88052687259,31
550,Łukasz,Ostrowski,84031278251,31
551,Damian,Nowak,87110444951,31
552,Roman,Sadaj,96020274155,31
553,Kacper,Sikora,87080918858,31
554,Olaf,Fabiański,81051447252,31
555,Piotr,Wrona,97080291951,31
556,Ryszard,Piast,94022732157,31
557,Marian,Kosecki,97032435257,31
558,Dariusz,Nowakowski,89090554858,31
559,Marian,Wojciechowski,80121151156,32
560,Damian,Krywko,87101527453,32
561,Dominik,Michniewicz,80082731153,32
562,Jacek,Kowalski,80052391059,32
563,Patryk,Sikora,80122865454,32
564,Maciej,Marciniak,81082760359,32
565,John,Varnsdorf,95011401250,32
566,Robert,Ferguson,92010653354,32
567,Maciej,Guardiola,96110327152,32
568,Adrian,Baran,87092672659,32
569,Borys,Kwiatkowski,85021166052,32
570,Roman,Miodulski,88021331851,32
571,Robert,Piast,81080702457,32
572,Łukasz,Coman,94121024558,32
573,Arkadiusz,Cionek,83030124254,32
574,Eryk,Walczak,85022313854,32
575,Ignacy,Salomon,83110543350,32
576,Dominik,Kwiatkowski,85101293457,32
577,Roman,Mazur,94072072857,33
578,Henryk,Nowakowski,95100387050,33
579,Marian,Nowakowski,97050616852,33
580,Kamil,Nowakowski,90092592358,33
581,Karol,Witkowski,85022349352,33
582,Ignacy,Walczak,87070143653,33
583,Adrian,Varnsdorf,83111218657,33
584,Roman,Nowicki,96021626558,33
585,Adam,Walczak,84010958954,33
586,Krzysztof,Rutkowski,80121877150,33
587,Kacper,Jankowski,83050648857,33
588,Eryk,Krychowiak,94101643756,33
589,Damian,Gikiewicz,81080924052,33
590,Fabian,Nowicki,86101287559,33
591,Igor,Salomon,91120854259,33
592,Radosław,Kwiatkowski,84061444256,33
593,Daniel,Iwan,84090677052,33
594,Krzysztof,Kowalski,86102228754,33
595,Adrian,Berg,86082317554,34
596,Daniel,Nowakowski,90111628756,34
597,Piotr,Mazur,85030132752,34
598,Karol,Tomaszewski,86042272251,34
599,Stefan,Kowalczyk,94031207851,34
600,Franciszek,Guardiola,81012805757,34
601,Patryk,Krywko,87090360055,34
602,Krzysztof,Kosecki,96011329458,34
603,Kacper,Kwiatkowski,84120199754,34
604,Ryszard,Kowalczyk,94050136751,34
605,John,Pawlak,89011178456,34
606,Igor,Pietrzak,82111958751,34
607,Ludwik,Smith,80061117355,34
608,Igor,Witkowski,81120249359,34
609,Hubert,Smith,86112042051,34
610,Borys,Szewczyk,95021752151,34
611,Krzysztof,Rutkowski,96052474552,34
612,Cyprian,Sabat,83091707850,34
613,Borys,Walczak,81061476351,35
614,Olaf,Kaczmarek,93061101157,35
615,Maciej,Sadaj,97110471651,35
616,Daniel,Wrona,83101595054,35
617,Igor,Nowicki,87032604450,35
618,Jacek,Piast,94112075253,35
619,Maciej,Sikora,87051367054,35
620,Marian,Rutkowski,80111369559,35
621,Patryk,Sikora,96111455053,35
622,Adrian,Ferguson,94040657856,35
623,Szymon,Marciniak,92120731456,35
624,Jan,Nowicki,90092564854,35
625,Radosław,Adamczyk,96031583357,35
626,Henryk,Iwan,94060610458,35
627,Jan,Iwan,93060504656,35
628,Fabian,Salomon,90021918752,35
629,Kamil,Pietrzak,86081923451,35
630,Bartosz,Sadaj,87091237357,35
631,Jan,Miodulski,94020932251,36
632,Borys,Coman,82081715659,36
633,Karol,Krychowiak,84061435752,36
634,Igor,Zbrożyna,97072477550,36
635,Patryk,Berg,83072556450,36
636,Robert,Ronaldo,86111363158,36
637,Ryszard,Zieliński,95081961557,36
638,Kacper,Kowalczyk,86020499850,36
639,Alek,Iwan,86051951156,36
640,Gabriel,Mazur,82042807458,36
641,Ludwik,Piast,87072668251,36
642,Borys,Salomon,84020461056,36
643,Franciszek,Guardiola,81050813552,36
644,Jan,Iwan,82051174553,36
645,Jacek,Kaczmarek,92120951556,36
646,Piotr,Berg,86090296656,36
647,Ludwik,Majewski,92021622457,36
648,Maciej,Mazur,88082349655,36
649,Henryk,Krywko,84030221956,37
650,Igor,Fabiański,81020609752,37
651,Maciej,Varnsdorf,89012842955,37
652,Zbigniew,Michniewicz,95112539956,37
653,Damian,Jaworski,93112887051,37
654,Jacek,Wrona,91111843355,37
655,Kamil,Peszko,93042032056,37
656,Hubert,Grosicki,81040377854,37
657,Bartosz,Michniewicz,95011596856,37
658,Krystian,Gikiewicz,97091384554,37
659,Piotr,Sadaj,84101080958,37
660,Robert,Zbrożyna,95121004354,37
661,Olaf,Szewczyk,96102106559,37
662,Robert,Boruc,90011896052,37
663,Patryk,Peszko,88050585252,37
664,Cyprian,Kaczmarek,86082153950,37
665,Łukasz,Kowalski,89070695850,37
666,Cyprian,Michniewicz,82030215956,37
667,Hubert,Adamczyk,85050532350,38
668,Olaf,Witkowski,81050967859,38
669,Zbigniew,Gikiewicz,93061917353,38
670,Hubert,Olszewski,87041960359,38
671,Cezary,Kaczmarek,93122570252,38
672,Bartosz,Marciniak,97061943556,38
673,Jacek,Nowak,95011850350,38
674,Dariusz,Grosicki,80120169950,38
675,Zbigniew,Smith,95121887959,38
676,Karol,Berg,96111247954,38
677,Alek,Zbrożyna,88012736850,38
678,Mariusz,Krychowiak,82120408552,38
679,Adrian,Krawczyk,96092433356,38
680,Stefan,Krawczyk,89112504852,38
681,Adam,Jankowski,92011207459,38
682,Adam,Wojciechowski,84020116359,38
683,Gabriel,Krychowiak,84111533356,38
684,Cyprian,Cionek,89020931758,38
685,Dominik,Majewski,91100513757,39
686,Tadeusz,Piast,87050683652,39
687,Cyprian,Majewski,87121671950,39
688,Cezary,Gikiewicz,88030573156,39
689,Cyprian,Ferguson,81082117957,39
690,Maciej,Kowalczyk,83122028558,39
